"sample1","sample2"
0.608802866338615,19.716054728854
0.813542217615826,16.8312240724585
0.716292545035061,17.6459642961524
0.451589258301061,14.335873910474
0.837183412404137,19.657931324764
0.774714707570252,13.5078524162347
0.902604311413149,14.2451298546603
0.885675171730456,16.5692942000085
0.506687424724867,19.6153737529044
0.646409023587385,15.7404019690036
0.906078338567002,16.1659556618592
0.586913687532576,13.6066935877699
0.798280375318221,23.65005163485
0.522589550779024,26.2508382306799
0.496950813856917,15.9733521715511
0.899511260725998,14.3709362168731
0.714039043589664,19.9106085234544
0.797793909789053,18.4912740770892
0.428138353461905,13.5052766722452
0.855032599465614,17.4246272049453
0.776759563082247,12.9058258247245
0.527635193883516,17.2808838277239
0.588502550518464,26.4695983785481
0.886031917851398,24.7968129126657
0.825008590641117,19.3641132373485
0.637738371353954,14.9247015020009
0.598832202159138,10.3503836879706
0.484586511405909,19.6814588959928
0.774538052433283,14.644030578366
0.467045535565067,16.6538822614482
0.722307159740906,19.8397883273366
0.871337884900204,10.3691379974353
0.956621479385857,20.5042235404699
0.890928057315903,17.9683407782827
0.72762269804621,17.2858620869852
0.660363448582243,24.6373058290973
0.5693623438294,9.70759483408688
0.839959576112284,18.1989312796547
0.745506393350788,15.3904788395193
0.752293760307938,9.64076435610653
0.744776953988269,17.6605045515589
0.424896600841339,21.3190872948316
0.461937863289483,22.5548082944826
0.824832198507303,13.0022589116631
0.6044599574857,21.8438032586692
0.650526785501446,19.9883867922549
0.398380116047793,20.677431137064
0.744999112682831,18.8910922562984
0.655562267205486,10.6676546012766
0.561787028155791,15.7732313516098
0.828016429231008,18.245711538464
0.897717099641536,21.5949470109258
0.730861472802763,11.279353786407
0.700958844998256,23.5914639035856
0.738304045566044,16.4173362308144
0.860289475834528,14.4782603616246
0.560935111068476,13.2967926362719
0.515425666282259,22.7992995184136
0.404445558089723,11.8456690786045
0.527994717902859,11.7764818371766
0.91164334447382,21.4207085624004
0.785193674389715,7.01525490035349
0.554022802876883,11.8624317557091
0.643787850487718,15.559641853079
0.77162499501281,12.5794457656685
0.764640632444523,14.3873694774859
0.87269489834198,18.2515978172352
0.372737964238583,17.7561737288313
0.931038645323641,20.0313303490605
0.74381722265692,24.004061542881
0.60465432464744,16.2053915792915
0.973709700573198,21.8393129825155
0.500562861743452,22.8996702381786
0.806238062722217,25.0208687116529
0.532989678115785,12.6002729011038
0.826629073659759,20.2831509298775
0.624361493351327,20.9296446410382
0.816821953228122,11.600170954296
0.423612920033825,17.9489771191984
0.733387290121584,22.5368465802536
0.851313210698403,16.2389314712475
0.791100312023452,26.7156498838756
0.596341456034972,17.8472738285785
0.61871743768143,13.4506682580022
0.863350941935032,24.7941108181794
0.860569073367902,17.8434132325817
0.673997069178517,12.9456681283478
0.60044009927411,19.4087456246592
0.563194533742098,16.5562161127679
0.806021370224875,8.60800358780326
0.806592566879981,17.6215189379
0.859318143935151,13.9855126392673
0.394975042765398,18.7558899668148
0.472004547193734,19.9110897749153
0.877224677411333,23.6487902534086
0.90310259448219,21.633161243702
0.906751476819455,20.6731551933988
0.534034114078319,23.1022076328315
0.946507568974041,18.5152006419933
0.90183930542816,17.0124956407386
0.775037708340144,21.3245980849999
0.687790147059187,24.3606879516227
0.694263753114604,16.4914920359919
0.905905245512103,19.9701749305748
0.92689838227358,29.244796591688
0.851588132031237,19.2746483643873
0.50677942067193,22.2729584226865
0.231761436030705,26.0876346958751
0.640300492921294,20.7105398427257
0.915962367740725,14.6947557267966
0.910808381741992,18.2125954123685
0.892334838746506,18.3627253860419
0.833113804906011,9.71744282827752
0.792185831920118,11.354744124381
0.958498644047625,16.4358643651989
0.826178543554458,20.5205764648653
0.55603146919128,18.1996424168215
0.356542579952396,15.8903066701915
0.504401611529786,16.268223364477
0.808303814872483,26.5206771214565
